id_partido,anio,num_partido,fecha,etapa,id_local,local,id_visitante,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
265,1962,42,06-Jun-1962,"1ra Ronda, Grupo 4",42,Hungría,6,Argentina,0,0,NO,NO,,
266,1962,43,06-Jun-1962,"1ra Ronda, Grupo 1",88,URSS,80,Uruguay,2,1,NO,NO,,
267,1962,44,06-Jun-1962,"1ra Ronda, Grupo 3",11,Brasil,34,España,2,1,NO,NO,,
268,1962,45,07-Jun-1962,"1ra Ronda, Grupo 1",85,Yugoslavia,19,Colombia,5,0,NO,NO,,
269,1962,46,07-Jun-1962,"1ra Ronda, Grupo 3",56,México,86,Checoslovaquia,3,1,NO,NO,,
270,1962,47,07-Jun-1962,"1ra Ronda, Grupo 2",51,Italia,74,Suiza,3,0,NO,NO,,
271,1962,48,07-Jun-1962,"1ra Ronda, Grupo 4",44,Inglaterra,12,Bulgaria,0,0,NO,NO,,
272,1962,49,10-Jun-1962,Cuartos,11,Brasil,44,Inglaterra,3,1,NO,NO,,
273,1962,50,10-Jun-1962,Cuartos,86,Checoslovaquia,42,Hungría,1,0,NO,NO,,
274,1962,51,10-Jun-1962,Cuartos,85,Yugoslavia,87,Alemania Occidental,1,0,NO,NO,,
275,1962,52,10-Jun-1962,Cuartos,17,Chile,88,URSS,2,1,NO,NO,,
276,1962,53,13-Jun-1962,Semis,85,Yugoslavia,86,Checoslovaquia,1,3,NO,NO,,
277,1962,54,13-Jun-1962,Semis,17,Chile,11,Brasil,2,4,NO,NO,,
278,1962,55,16-Jun-1962,3er Puesto,17,Chile,85,Yugoslavia,1,0,NO,NO,,
279,1962,56,17-Jun-1962,Final,11,Brasil,86,Checoslovaquia,3,1,NO,NO,,
280,1962,57,10-Jun-1962,,11,Brasil,44,Inglaterra,3,1,NO,NO,,
281,1966,1,11-Jul-1966,Grupo 1,44,Inglaterra,80,Uruguay,0,0,NO,NO,,
282,1966,2,13-Jul-1966,Grupo 1,36,Francia,56,México,1,1,NO,NO,,
283,1966,3,15-Jul-1966,Grupo 1,80,Uruguay,36,Francia,2,1,NO,NO,,
284,1966,4,16-Jul-1966,Grupo 1,44,Inglaterra,56,México,2,0,NO,NO,,
285,1966,5,19-Jul-1966,Grupo 1,80,Uruguay,56,México,0,0,NO,NO,,
286,1966,6,20-Jul-1966,Grupo 1,44,Inglaterra,36,Francia,2,0,NO,NO,,
287,1966,7,12-Jul-1966,Grupo 2,87,Alemania Occidental,74,Suiza,5,0,NO,NO,,
288,1966,8,13-Jul-1966,Grupo 2,6,Argentina,34,España,2,1,NO,NO,,
289,1966,9,15-Jul-1966,Grupo 2,34,España,74,Suiza,2,1,NO,NO,,
290,1966,10,16-Jul-1966,Grupo 2,87,Alemania Occidental,6,Argentina,0,0,NO,NO,,
291,1966,11,19-Jul-1966,Grupo 2,6,Argentina,74,Suiza,2,0,NO,NO,,
292,1966,12,20-Jul-1966,Grupo 2,87,Alemania Occidental,34,España,2,1,NO,NO,,
293,1966,13,12-Jul-1966,Grupo 3,11,Brasil,12,Bulgaria,2,0,NO,NO,,
294,1966,14,13-Jul-1966,Grupo 3,65,Portugal,42,Hungría,3,1,NO,NO,,
295,1966,15,15-Jul-1966,Grupo 3,42,Hungría,11,Brasil,3,1,NO,NO,,
296,1966,16,16-Jul-1966,Grupo 3,65,Portugal,12,Bulgaria,3,0,NO,NO,,
297,1966,17,19-Jul-1966,Grupo 3,65,Portugal,11,Brasil,3,1,NO,NO,,
298,1966,18,20-Jul-1966,Grupo 3,42,Hungría,12,Bulgaria,3,1,NO,NO,,
299,1966,19,12-Jul-1966,Grupo 4,88,URSS,20,Corea del Norte,3,0,NO,NO,,
300,1966,20,13-Jul-1966,Grupo 4,51,Italia,17,Chile,2,0,NO,NO,,
301,1966,21,15-Jul-1966,Grupo 4,20,Corea del Norte,17,Chile,1,1,NO,NO,,
302,1966,22,16-Jul-1966,Grupo 4,88,URSS,51,Italia,1,0,NO,NO,,
303,1966,23,19-Jul-1966,Grupo 4,20,Corea del Norte,51,Italia,1,0,NO,NO,,
304,1966,24,20-Jul-1966,Grupo 4,88,URSS,17,Chile,2,1,NO,NO,,
305,1966,25,11-Jul-1966,"1ra Ronda, Grupo 1",44,Inglaterra,80,Uruguay,0,0,NO,NO,,
306,1966,26,12-Jul-1966,"1ra Ronda, Grupo 2",87,Alemania Occidental,74,Suiza,5,0,NO,NO,,
307,1966,27,12-Jul-1966,"1ra Ronda, Grupo 4",88,URSS,20,Corea del Norte,3,0,NO,NO,,
308,1966,28,12-Jul-1966,"1ra Ronda, Grupo 3",11,Brasil,12,Bulgaria,2,0,NO,NO,,
309,1966,29,13-Jul-1966,"1ra Ronda, Grupo 1",36,Francia,56,México,1,1,NO,NO,,
310,1966,30,13-Jul-1966,"1ra Ronda, Grupo 4",51,Italia,17,Chile,2,0,NO,NO,,
311,1966,31,13-Jul-1966,"1ra Ronda, Grupo 3",65,Portugal,42,Hungría,3,1,NO,NO,,
312,1966,32,13-Jul-1966,"1ra Ronda, Grupo 2",6,Argentina,34,España,2,1,NO,NO,,
313,1966,33,15-Jul-1966,"1ra Ronda, Grupo 1",80,Uruguay,36,Francia,2,1,NO,NO,,
314,1966,34,15-Jul-1966,"1ra Ronda, Grupo 3",42,Hungría,11,Brasil,3,1,NO,NO,,
315,1966,35,15-Jul-1966,"1ra Ronda, Grupo 2",34,España,74,Suiza,2,1,NO,NO,,
316,1966,36,15-Jul-1966,"1ra Ronda, Grupo 4",20,Corea del Norte,17,Chile,1,1,NO,NO,,
317,1966,37,16-Jul-1966,"1ra Ronda, Grupo 3",65,Portugal,12,Bulgaria,3,0,NO,NO,,
318,1966,38,16-Jul-1966,"1ra Ronda, Grupo 2",87,Alemania Occidental,6,Argentina,0,0,NO,NO,,
319,1966,39,16-Jul-1966,"1ra Ronda, Grupo 4",88,URSS,51,Italia,1,0,NO,NO,,
320,1966,40,16-Jul-1966,"1ra Ronda, Grupo 1",44,Inglaterra,56,México,2,0,NO,NO,,
321,1966,41,19-Jul-1966,"1ra Ronda, Grupo 3",65,Portugal,11,Brasil,3,1,NO,NO,,
322,1966,42,19-Jul-1966,"1ra Ronda, Grupo 1",80,Uruguay,56,México,0,0,NO,NO,,
323,1966,43,19-Jul-1966,"1ra Ronda, Grupo 2",6,Argentina,74,Suiza,2,0,NO,NO,,
324,1966,44,19-Jul-1966,"1ra Ronda, Grupo 4",20,Corea del Norte,51,Italia,1,0,NO,NO,,
325,1966,45,20-Jul-1966,"1ra Ronda, Grupo 1",44,Inglaterra,36,Francia,2,0,NO,NO,,
326,1966,46,20-Jul-1966,"1ra Ronda, Grupo 2",87,Alemania Occidental,34,España,2,1,NO,NO,,
327,1966,47,20-Jul-1966,"1ra Ronda, Grupo 4",88,URSS,17,Chile,2,1,NO,NO,,
328,1966,48,20-Jul-1966,"1ra Ronda, Grupo 3",42,Hungría,12,Bulgaria,3,1,NO,NO,,
329,1966,49,23-Jul-1966,Cuartos,65,Portugal,20,Corea del Norte,5,3,NO,NO,,
330,1966,50,23-Jul-1966,Cuartos,44,Inglaterra,6,Argentina,1,0,NO,NO,,
331,1966,51,23-Jul-1966,Cuartos,87,Alemania Occidental,80,Uruguay,4,0,NO,NO,,
332,1966,52,23-Jul-1966,Cuartos,88,URSS,42,Hungría,2,1,NO,NO,,
333,1966,53,25-Jul-1966,Semis,87,Alemania Occidental,88,URSS,2,1,NO,NO,,
334,1966,54,26-Jul-1966,Semis,44,Inglaterra,65,Portugal,2,1,NO,NO,,
335,1966,55,28-Jul-1966,3er Puesto,65,Portugal,88,URSS,2,1,NO,NO,,
336,1966,56,30-Jul-1966,Final,44,Inglaterra,87,Alemania Occidental,4,2,SI,NO,,
337,1966,57,23-Jul-1966,,87,Alemania Occidental,80,Uruguay,4,0,NO,NO,,
338,1970,1,31-May-1970,Grupo 1,56,México,88,URSS,0,0,NO,NO,,
339,1970,2,03-Jun-1970,Grupo 1,13,Bélgica,29,El Salvador,3,0,NO,NO,,
340,1970,3,06-Jun-1970,Grupo 1,88,URSS,13,Bélgica,4,1,NO,NO,,
341,1970,4,07-Jun-1970,Grupo 1,56,México,29,El Salvador,4,0,NO,NO,,
342,1970,5,10-Jun-1970,Grupo 1,88,URSS,29,El Salvador,2,0,NO,NO,,
343,1970,6,11-Jun-1970,Grupo 1,56,México,13,Bélgica,1,0,NO,NO,,
344,1970,7,02-Jun-1970,Grupo 2,80,Uruguay,50,Israel,2,0,NO,NO,,
345,1970,8,03-Jun-1970,Grupo 2,51,Italia,73,Suecia,1,0,NO,NO,,
346,1970,9,06-Jun-1970,Grupo 2,80,Uruguay,51,Italia,0,0,NO,NO,,
347,1970,10,07-Jun-1970,Grupo 2,73,Suecia,50,Israel,1,1,NO,NO,,
348,1970,11,10-Jun-1970,Grupo 2,73,Suecia,80,Uruguay,1,0,NO,NO,,
349,1970,12,11-Jun-1970,Grupo 2,51,Italia,50,Israel,0,0,NO,NO,,
350,1970,13,02-Jun-1970,Grupo 3,44,Inglaterra,68,Rumania,1,0,NO,NO,,
351,1970,14,03-Jun-1970,Grupo 3,11,Brasil,86,Checoslovaquia,4,1,NO,NO,,
352,1970,15,06-Jun-1970,Grupo 3,68,Rumania,86,Checoslovaquia,2,1,NO,NO,,
353,1970,16,07-Jun-1970,Grupo 3,11,Brasil,44,Inglaterra,1,0,NO,NO,,
354,1970,17,10-Jun-1970,Grupo 3,11,Brasil,68,Rumania,3,2,NO,NO,,
355,1970,18,11-Jun-1970,Grupo 3,44,Inglaterra,86,Checoslovaquia,1,0,NO,NO,,
356,1970,19,02-Jun-1970,Grupo 4,63,Perú,12,Bulgaria,3,2,NO,NO,,
357,1970,20,03-Jun-1970,Grupo 4,87,Alemania Occidental,55,Marruecos,2,1,NO,NO,,
358,1970,21,06-Jun-1970,Grupo 4,63,Perú,55,Marruecos,3,0,NO,NO,,
359,1970,22,07-Jun-1970,Grupo 4,87,Alemania Occidental,12,Bulgaria,5,2,NO,NO,,
360,1970,23,10-Jun-1970,Grupo 4,87,Alemania Occidental,63,Perú,3,1,NO,NO,,
361,1970,24,11-Jun-1970,Grupo 4,12,Bulgaria,55,Marruecos,1,1,NO,NO,,
362,1970,25,31-May-1970,"1ra Ronda, Grupo 1",56,México,88,URSS,0,0,NO,NO,,
363,1970,26,02-Jun-1970,"1ra Ronda, Grupo 3",44,Inglaterra,68,Rumania,1,0,NO,NO,,
364,1970,27,02-Jun-1970,"1ra Ronda, Grupo 2",80,Uruguay,50,Israel,2,0,NO,NO,,
365,1970,28,02-Jun-1970,"1ra Ronda, Grupo 4",63,Perú,12,Bulgaria,3,2,NO,NO,,
366,1970,29,03-Jun-1970,"1ra Ronda, Grupo 2",51,Italia,73,Suecia,1,0,NO,NO,,
367,1970,30,03-Jun-1970,"1ra Ronda, Grupo 4",87,Alemania Occidental,55,Marruecos,2,1,NO,NO,,
368,1970,31,03-Jun-1970,"1ra Ronda, Grupo 1",13,Bélgica,29,El Salvador,3,0,NO,NO,,
369,1970,32,03-Jun-1970,"1ra Ronda, Grupo 3",11,Brasil,86,Checoslovaquia,4,1,NO,NO,,
370,1970,33,06-Jun-1970,"1ra Ronda, Grupo 4",63,Perú,55,Marruecos,3,0,NO,NO,,
371,1970,34,06-Jun-1970,"1ra Ronda, Grupo 3",68,Rumania,86,Checoslovaquia,2,1,NO,NO,,
372,1970,35,06-Jun-1970,"1ra Ronda, Grupo 1",88,URSS,13,Bélgica,4,1,NO,NO,,
373,1970,36,06-Jun-1970,"1ra Ronda, Grupo 2",80,Uruguay,51,Italia,0,0,NO,NO,,
374,1970,37,07-Jun-1970,"1ra Ronda, Grupo 2",73,Suecia,50,Israel,1,1,NO,NO,,
375,1970,38,07-Jun-1970,"1ra Ronda, Grupo 1",56,México,29,El Salvador,4,0,NO,NO,,
376,1970,39,07-Jun-1970,"1ra Ronda, Grupo 4",87,Alemania Occidental,12,Bulgaria,5,2,NO,NO,,
377,1970,40,07-Jun-1970,"1ra Ronda, Grupo 3",11,Brasil,44,Inglaterra,1,0,NO,NO,,
378,1970,41,10-Jun-1970,"1ra Ronda, Grupo 1",88,URSS,29,El Salvador,2,0,NO,NO,,
379,1970,42,10-Jun-1970,"1ra Ronda, Grupo 2",73,Suecia,80,Uruguay,1,0,NO,NO,,
380,1970,43,10-Jun-1970,"1ra Ronda, Grupo 4",87,Alemania Occidental,63,Perú,3,1,NO,NO,,
381,1970,44,10-Jun-1970,"1ra Ronda, Grupo 3",11,Brasil,68,Rumania,3,2,NO,NO,,
382,1970,45,11-Jun-1970,"1ra Ronda, Grupo 4",12,Bulgaria,55,Marruecos,1,1,NO,NO,,
383,1970,46,11-Jun-1970,"1ra Ronda, Grupo 3",44,Inglaterra,86,Checoslovaquia,1,0,NO,NO,,
384,1970,47,11-Jun-1970,"1ra Ronda, Grupo 1",56,México,13,Bélgica,1,0,NO,NO,,
385,1970,48,11-Jun-1970,"1ra Ronda, Grupo 2",51,Italia,50,Israel,0,0,NO,NO,,
386,1970,49,14-Jun-1970,Cuartos,87,Alemania Occidental,44,Inglaterra,3,2,SI,NO,,
387,1970,50,14-Jun-1970,Cuartos,51,Italia,56,México,4,1,NO,NO,,
388,1970,51,14-Jun-1970,Cuartos,80,Uruguay,88,URSS,1,0,SI,NO,,
389,1970,52,14-Jun-1970,Cuartos,11,Brasil,63,Perú,4,2,NO,NO,,
390,1970,53,17-Jun-1970,Semis,80,Uruguay,11,Brasil,1,3,NO,NO,,
391,1970,54,17-Jun-1970,Semis,51,Italia,87,Alemania Occidental,4,3,SI,NO,,
392,1970,55,20-Jun-1970,3er Puesto,80,Uruguay,87,Alemania Occidental,0,1,NO,NO,,
393,1970,56,21-Jun-1970,Final,11,Brasil,51,Italia,4,1,NO,NO,,
394,1970,57,14-Jun-1970,,87,Alemania Occidental,44,Inglaterra,3,2,SI,NO,,
395,1974,1,14-Jun-1974,Grupo 1,87,Alemania Occidental,17,Chile,1,0,NO,NO,,
396,1974,2,14-Jun-1974,Grupo 1,2,Alemania Oriental,7,Australia,2,0,NO,NO,,
397,1974,3,18-Jun-1974,Grupo 1,7,Australia,87,Alemania Occidental,0,3,NO,NO,,
398,1974,4,18-Jun-1974,Grupo 1,17,Chile,2,Alemania Oriental,1,1,NO,NO,,
399,1974,5,22-Jun-1974,Grupo 1,2,Alemania Oriental,87,Alemania Occidental,1,0,NO,NO,,
400,1974,6,22-Jun-1974,Grupo 1,7,Australia,17,Chile,0,0,NO,NO,,
401,1974,7,13-Jun-1974,Grupo 2,11,Brasil,85,Yugoslavia,0,0,NO,NO,,
402,1974,8,14-Jun-1974,Grupo 2,66,Zaire,31,Escocia,0,2,NO,NO,,
403,1974,9,18-Jun-1974,Grupo 2,31,Escocia,11,Brasil,0,0,NO,NO,,
404,1974,10,18-Jun-1974,Grupo 2,85,Yugoslavia,66,Zaire,9,0,NO,NO,,
405,1974,11,22-Jun-1974,Grupo 2,66,Zaire,11,Brasil,0,3,NO,NO,,
406,1974,12,22-Jun-1974,Grupo 2,31,Escocia,85,Yugoslavia,1,1,NO,NO,,
407,1974,13,15-Jun-1974,Grupo 3,73,Suecia,12,Bulgaria,0,0,NO,NO,,
408,1974,14,15-Jun-1974,Grupo 3,80,Uruguay,60,Paises Bajos,0,2,NO,NO,,
409,1974,15,19-Jun-1974,Grupo 3,12,Bulgaria,80,Uruguay,1,1,NO,NO,,
410,1974,16,19-Jun-1974,Grupo 3,60,Paises Bajos,73,Suecia,0,0,NO,NO,,
411,1974,17,23-Jun-1974,Grupo 3,12,Bulgaria,60,Paises Bajos,1,4,NO,NO,,
412,1974,18,23-Jun-1974,Grupo 3,73,Suecia,80,Uruguay,3,0,NO,NO,,
413,1974,19,15-Jun-1974,Grupo 4,51,Italia,40,Haití,3,1,NO,NO,,
414,1974,20,15-Jun-1974,Grupo 4,64,Polonia,6,Argentina,3,2,NO,NO,,
415,1974,21,19-Jun-1974,Grupo 4,6,Argentina,51,Italia,1,1,NO,NO,,
416,1974,22,19-Jun-1974,Grupo 4,40,Haití,64,Polonia,0,7,NO,NO,,
417,1974,23,23-Jun-1974,Grupo 4,6,Argentina,40,Haití,4,1,NO,NO,,
418,1974,24,23-Jun-1974,Grupo 4,64,Polonia,51,Italia,2,1,NO,NO,,
419,1974,25,26-Jun-1974,Grupo A,11,Brasil,2,Alemania Oriental,1,0,NO,NO,,
420,1974,26,26-Jun-1974,Grupo A,60,Paises Bajos,6,Argentina,4,0,NO,NO,,
421,1974,27,30-Jun-1974,Grupo A,2,Alemania Oriental,60,Paises Bajos,0,2,NO,NO,,
422,1974,28,30-Jun-1974,Grupo A,6,Argentina,11,Brasil,1,2,NO,NO,,
423,1974,29,03-Jul-1974,Grupo A,6,Argentina,2,Alemania Oriental,1,1,NO,NO,,
424,1974,30,03-Jul-1974,Grupo A,60,Paises Bajos,11,Brasil,2,0,NO,NO,,
425,1974,31,26-Jun-1974,Grupo B,85,Yugoslavia,87,Alemania Occidental,0,2,NO,NO,,
426,1974,32,26-Jun-1974,Grupo B,73,Suecia,64,Polonia,0,1,NO,NO,,
427,1974,33,30-Jun-1974,Grupo B,87,Alemania Occidental,73,Suecia,4,2,NO,NO,,
428,1974,34,30-Jun-1974,Grupo B,64,Polonia,85,Yugoslavia,2,1,NO,NO,,
429,1974,35,03-Jul-1974,Grupo B,64,Polonia,87,Alemania Occidental,0,1,NO,NO,,
430,1974,36,03-Jul-1974,Grupo B,73,Suecia,85,Yugoslavia,2,1,NO,NO,,
431,1974,37,13-Jun-1974,"1ra Ronda, Grupo 2",11,Brasil,85,Yugoslavia,0,0,NO,NO,,
432,1974,38,14-Jun-1974,"1ra Ronda, Grupo 1",87,Alemania Occidental,17,Chile,1,0,NO,NO,,
433,1974,39,14-Jun-1974,"1ra Ronda, Grupo 1",2,Alemania Oriental,7,Australia,2,0,NO,NO,,
434,1974,40,14-Jun-1974,"1ra Ronda, Grupo 2",66,Zaire,31,Escocia,0,2,NO,NO,,
435,1974,41,15-Jun-1974,"1ra Ronda, Grupo 3",73,Suecia,12,Bulgaria,0,0,NO,NO,,
436,1974,42,15-Jun-1974,"1ra Ronda, Grupo 4",64,Polonia,6,Argentina,3,2,NO,NO,,
437,1974,43,15-Jun-1974,"1ra Ronda, Grupo 4",51,Italia,40,Haití,3,1,NO,NO,,
438,1974,44,15-Jun-1974,"1ra Ronda, Grupo 3",80,Uruguay,60,Paises Bajos,0,2,NO,NO,,
439,1974,45,18-Jun-1974,"1ra Ronda, Grupo 2",31,Escocia,11,Brasil,0,0,NO,NO,,
440,1974,46,18-Jun-1974,"1ra Ronda, Grupo 1",7,Australia,87,Alemania Occidental,0,3,NO,NO,,
441,1974,47,18-Jun-1974,"1ra Ronda, Grupo 2",85,Yugoslavia,66,Zaire,9,0,NO,NO,,
442,1974,48,18-Jun-1974,"1ra Ronda, Grupo 1",17,Chile,2,Alemania Oriental,1,1,NO,NO,,
443,1974,49,19-Jun-1974,"1ra Ronda, Grupo 3",60,Paises Bajos,73,Suecia,0,0,NO,NO,,
444,1974,50,19-Jun-1974,"1ra Ronda, Grupo 4",6,Argentina,51,Italia,1,1,NO,NO,,
445,1974,51,19-Jun-1974,"1ra Ronda, Grupo 4",40,Haití,64,Polonia,0,7,NO,NO,,
446,1974,52,19-Jun-1974,"1ra Ronda, Grupo 3",12,Bulgaria,80,Uruguay,1,1,NO,NO,,
447,1974,53,22-Jun-1974,"1ra Ronda, Grupo 2",66,Zaire,11,Brasil,0,3,NO,NO,,
448,1974,54,22-Jun-1974,"1ra Ronda, Grupo 1",2,Alemania Oriental,87,Alemania Occidental,1,0,NO,NO,,
449,1974,55,22-Jun-1974,"1ra Ronda, Grupo 1",7,Australia,17,Chile,0,0,NO,NO,,
450,1974,56,22-Jun-1974,"1ra Ronda, Grupo 2",31,Escocia,85,Yugoslavia,1,1,NO,NO,,
451,1974,57,23-Jun-1974,"1ra Ronda, Grupo 4",64,Polonia,51,Italia,2,1,NO,NO,,
452,1974,58,23-Jun-1974,"1ra Ronda, Grupo 4",6,Argentina,40,Haití,4,1,NO,NO,,
453,1974,59,23-Jun-1974,"1ra Ronda, Grupo 3",12,Bulgaria,60,Paises Bajos,1,4,NO,NO,,
454,1974,60,23-Jun-1974,"1ra Ronda, Grupo 3",73,Suecia,80,Uruguay,3,0,NO,NO,,
455,1974,61,26-Jun-1974,"2da Ronda, Grupo B",73,Suecia,64,Polonia,0,1,NO,NO,,
456,1974,62,26-Jun-1974,"2da Ronda, Grupo B",85,Yugoslavia,87,Alemania Occidental,0,2,NO,NO,,
457,1974,63,26-Jun-1974,"2da Ronda, Grupo A",60,Paises Bajos,6,Argentina,4,0,NO,NO,,
458,1974,64,26-Jun-1974,"2da Ronda, Grupo A",11,Brasil,2,Alemania Oriental,1,0,NO,NO,,
459,1974,65,30-Jun-1974,"2da Ronda, Grupo A",2,Alemania Oriental,60,Paises Bajos,0,2,NO,NO,,
460,1974,66,30-Jun-1974,"2da Ronda, Grupo A",6,Argentina,11,Brasil,1,2,NO,NO,,
461,1974,67,30-Jun-1974,"2da Ronda, Grupo B",64,Polonia,85,Yugoslavia,2,1,NO,NO,,
462,1974,68,30-Jun-1974,"2da Ronda, Grupo B",87,Alemania Occidental,73,Suecia,4,2,NO,NO,,
463,1974,69,03-Jul-1974,"2da Ronda, Grupo B",73,Suecia,85,Yugoslavia,2,1,NO,NO,,
464,1974,70,03-Jul-1974,"2da Ronda, Grupo A",6,Argentina,2,Alemania Oriental,1,1,NO,NO,,
465,1974,71,03-Jul-1974,"2da Ronda, Grupo B",64,Polonia,87,Alemania Occidental,0,1,NO,NO,,
466,1974,72,03-Jul-1974,"2da Ronda, Grupo A",60,Paises Bajos,11,Brasil,2,0,NO,NO,,
467,1974,73,06-Jul-1974,3er Puesto,11,Brasil,64,Polonia,0,1,NO,NO,,
468,1974,74,07-Jul-1974,Final,60,Paises Bajos,87,Alemania Occidental,1,2,NO,NO,,
469,1974,75,06-Jul-1974,,11,Brasil,64,Polonia,0,1,NO,NO,,
470,1978,1,02-Jun-1978,Grupo 1,6,Argentina,42,Hungría,2,1,NO,NO,,
471,1978,2,02-Jun-1978,Grupo 1,51,Italia,36,Francia,2,1,NO,NO,,
472,1978,3,06-Jun-1978,Grupo 1,6,Argentina,36,Francia,2,1,NO,NO,,
473,1978,4,06-Jun-1978,Grupo 1,51,Italia,42,Hungría,3,1,NO,NO,,
474,1978,5,10-Jun-1978,Grupo 1,36,Francia,42,Hungría,3,1,NO,NO,,
475,1978,6,10-Jun-1978,Grupo 1,51,Italia,6,Argentina,1,0,NO,NO,,
476,1978,7,01-Jun-1978,Grupo 2,87,Alemania Occidental,64,Polonia,0,0,NO,NO,,
477,1978,8,02-Jun-1978,Grupo 2,78,Túnez,56,México,3,1,NO,NO,,
478,1978,9,06-Jun-1978,Grupo 2,87,Alemania Occidental,56,México,6,0,NO,NO,,
479,1978,10,06-Jun-1978,Grupo 2,64,Polonia,78,Túnez,1,0,NO,NO,,
480,1978,11,10-Jun-1978,Grupo 2,87,Alemania Occidental,78,Túnez,0,0,NO,NO,,
481,1978,12,10-Jun-1978,Grupo 2,64,Polonia,56,México,3,1,NO,NO,,
482,1978,13,03-Jun-1978,Grupo 3,8,Austria,34,España,2,1,NO,NO,,
483,1978,14,03-Jun-1978,Grupo 3,73,Suecia,11,Brasil,1,1,NO,NO,,
484,1978,15,07-Jun-1978,Grupo 3,8,Austria,73,Suecia,1,0,NO,NO,,
485,1978,16,07-Jun-1978,Grupo 3,11,Brasil,34,España,0,0,NO,NO,,
486,1978,17,11-Jun-1978,Grupo 3,11,Brasil,8,Austria,1,0,NO,NO,,
487,1978,18,11-Jun-1978,Grupo 3,34,España,73,Suecia,1,0,NO,NO,,
488,1978,19,03-Jun-1978,Grupo 4,60,Paises Bajos,48,Irán,3,0,NO,NO,,
489,1978,20,03-Jun-1978,Grupo 4,63,Perú,31,Escocia,3,1,NO,NO,,
490,1978,21,07-Jun-1978,Grupo 4,31,Escocia,48,Irán,1,1,NO,NO,,
491,1978,22,07-Jun-1978,Grupo 4,60,Paises Bajos,63,Perú,0,0,NO,NO,,
492,1978,23,11-Jun-1978,Grupo 4,31,Escocia,60,Paises Bajos,3,2,NO,NO,,
493,1978,24,11-Jun-1978,Grupo 4,63,Perú,48,Irán,4,1,NO,NO,,
494,1978,25,14-Jun-1978,Grupo A,87,Alemania Occidental,51,Italia,0,0,NO,NO,,
495,1978,26,14-Jun-1978,Grupo A,60,Paises Bajos,8,Austria,5,1,NO,NO,,
496,1978,27,18-Jun-1978,Grupo A,87,Alemania Occidental,60,Paises Bajos,2,2,NO,NO,,
497,1978,28,18-Jun-1978,Grupo A,51,Italia,8,Austria,1,0,NO,NO,,
498,1978,29,21-Jun-1978,Grupo A,8,Austria,87,Alemania Occidental,3,2,NO,NO,,
499,1978,30,21-Jun-1978,Grupo A,60,Paises Bajos,51,Italia,2,1,NO,NO,,
500,1978,31,14-Jun-1978,Grupo B,6,Argentina,64,Polonia,2,0,NO,NO,,
501,1978,32,14-Jun-1978,Grupo B,11,Brasil,63,Perú,3,0,NO,NO,,
502,1978,33,18-Jun-1978,Grupo B,6,Argentina,11,Brasil,0,0,NO,NO,,
503,1978,34,18-Jun-1978,Grupo B,64,Polonia,63,Perú,1,0,NO,NO,,
504,1978,35,21-Jun-1978,Grupo B,6,Argentina,63,Perú,6,0,NO,NO,,
505,1978,36,21-Jun-1978,Grupo B,11,Brasil,64,Polonia,3,1,NO,NO,,
506,1978,37,01-Jun-1978,"1ra Ronda, Grupo 2",87,Alemania Occidental,64,Polonia,0,0,NO,NO,,
507,1978,38,02-Jun-1978,"1ra Ronda, Grupo 2",78,Túnez,56,México,3,1,NO,NO,,
508,1978,39,02-Jun-1978,"1ra Ronda, Grupo 1",51,Italia,36,Francia,2,1,NO,NO,,
509,1978,40,02-Jun-1978,"1ra Ronda, Grupo 1",6,Argentina,42,Hungría,2,1,NO,NO,,
510,1978,41,03-Jun-1978,"1ra Ronda, Grupo 4",60,Paises Bajos,48,Irán,3,0,NO,NO,,
511,1978,42,03-Jun-1978,"1ra Ronda, Grupo 3",8,Austria,34,España,2,1,NO,NO,,
512,1978,43,03-Jun-1978,"1ra Ronda, Grupo 4",63,Perú,31,Escocia,3,1,NO,NO,,
513,1978,44,03-Jun-1978,"1ra Ronda, Grupo 3",73,Suecia,11,Brasil,1,1,NO,NO,,
514,1978,45,06-Jun-1978,"1ra Ronda, Grupo 2",87,Alemania Occidental,56,México,6,0,NO,NO,,
515,1978,46,06-Jun-1978,"1ra Ronda, Grupo 1",6,Argentina,36,Francia,2,1,NO,NO,,
516,1978,47,06-Jun-1978,"1ra Ronda, Grupo 2",64,Polonia,78,Túnez,1,0,NO,NO,,
517,1978,48,06-Jun-1978,"1ra Ronda, Grupo 1",51,Italia,42,Hungría,3,1,NO,NO,,
518,1978,49,07-Jun-1978,"1ra Ronda, Grupo 4",60,Paises Bajos,63,Perú,0,0,NO,NO,,
519,1978,50,07-Jun-1978,"1ra Ronda, Grupo 3",11,Brasil,34,España,0,0,NO,NO,,
520,1978,51,07-Jun-1978,"1ra Ronda, Grupo 4",31,Escocia,48,Irán,1,1,NO,NO,,
521,1978,52,07-Jun-1978,"1ra Ronda, Grupo 3",8,Austria,73,Suecia,1,0,NO,NO,,
522,1978,53,10-Jun-1978,"1ra Ronda, Grupo 1",51,Italia,6,Argentina,1,0,NO,NO,,
523,1978,54,10-Jun-1978,"1ra Ronda, Grupo 2",87,Alemania Occidental,78,Túnez,0,0,NO,NO,,
524,1978,55,10-Jun-1978,"1ra Ronda, Grupo 1",36,Francia,42,Hungría,3,1,NO,NO,,
